ACC,MIhat,Purity,P,R,F,RI,omega,lambda,r,p,time,iter
0.7975,0.8982,0.8150,0.6850,0.8361,0.7531,0.7468,0.01000,10.0000,5.0,0.1,13.40,84,bw 
0.3500,0.6529,0.3500,0.2535,0.8461,0.3901,0.3681,0.01000,50.0000,5.0,1.0,28.86,141,bw 
0.4350,0.7119,0.4350,0.3105,0.8483,0.4546,0.4360,0.01000,50.0000,5.0,0.9,22.67,131,bw 
0.4900,0.7459,0.4900,0.3571,0.8078,0.4952,0.4789,0.01000,50.0000,5.0,0.8,28.74,134,bw 
0.6175,0.8020,0.6175,0.4541,0.7750,0.5727,0.5601,0.01000,50.0000,5.0,0.7,36.93,124,bw 
0.6025,0.7894,0.6075,0.4293,0.6978,0.5315,0.5181,0.01000,50.0000,5.0,0.6,33.91,123,bw 
0.6200,0.8054,0.6350,0.4596,0.6544,0.5400,0.5275,0.01000,50.0000,5.0,0.5,29.40,118,bw 
0.6900,0.8422,0.6950,0.5472,0.6983,0.6136,0.6036,0.01000,50.0000,5.0,0.4,32.34,116,bw 
0.6950,0.8376,0.7075,0.5274,0.6800,0.5940,0.5834,0.01000,50.0000,5.0,0.3,24.66,113,bw 
0.7625,0.8648,0.7775,0.6188,0.6989,0.6564,0.6480,0.01000,50.0000,5.0,0.2,27.07,111,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,50.0000,5.0,0.1,21.77,108,bw 
0.2900,0.5738,0.2900,0.1899,0.7661,0.3043,0.2783,0.01000,100.0000,5.0,1.0,35.21,151,bw 
0.3375,0.6112,0.3375,0.2034,0.7550,0.3204,0.2954,0.01000,100.0000,5.0,0.9,35.37,151,bw 
0.4150,0.7043,0.4275,0.2895,0.8439,0.4311,0.4113,0.01000,100.0000,5.0,0.8,34.23,144,bw 
0.4225,0.7123,0.4225,0.3211,0.8728,0.4694,0.4514,0.01000,100.0000,5.0,0.7,30.28,133,bw 
0.6175,0.8042,0.6225,0.4610,0.7183,0.5616,0.5492,0.01000,100.0000,5.0,0.6,33.09,141,bw 
0.5200,0.7514,0.5200,0.3788,0.7628,0.5062,0.4908,0.01000,100.0000,5.0,0.5,30.69,129,bw 
0.6100,0.7943,0.6125,0.4533,0.7461,0.5639,0.5513,0.01000,100.0000,5.0,0.4,27.73,126,bw 
0.6650,0.8286,0.6700,0.5167,0.6789,0.5868,0.5759,0.01000,100.0000,5.0,0.3,29.10,120,bw 
0.6450,0.8114,0.6600,0.4703,0.6900,0.5593,0.5472,0.01000,100.0000,5.0,0.2,30.31,119,bw 
0.7175,0.8408,0.7250,0.5493,0.6683,0.6030,0.5929,0.01000,100.0000,5.0,0.1,28.81,115,bw 
0.8075,0.8961,0.8250,0.7361,0.7517,0.7438,0.7378,0.01000,0.0079,6.0,1.0,5.23,20,bw 
0.8100,0.8980,0.8300,0.7455,0.7567,0.7510,0.7452,0.01000,0.0079,6.0,0.9,3.92,16,bw 
0.7850,0.8832,0.8075,0.7071,0.7283,0.7176,0.7110,0.01000,0.0079,6.0,0.8,3.62,13,bw 
0.7875,0.8900,0.8100,0.7203,0.7367,0.7284,0.7220,0.01000,0.0079,6.0,0.7,3.38,11,bw 
0.8175,0.8943,0.8350,0.7396,0.7572,0.7483,0.7424,0.01000,0.0079,6.0,0.6,4.46,14,bw 
0.7775,0.8778,0.8000,0.6969,0.7178,0.7072,0.7003,0.01000,0.0079,6.0,0.5,3.02,10,bw 
0.7925,0.8878,0.8150,0.7189,0.7389,0.7288,0.7224,0.01000,0.0079,6.0,0.4,3.56,13,bw 
0.6575,0.8065,0.6900,0.5247,0.5961,0.5581,0.5473,0.01000,0.0079,6.0,0.3,3.25,13,bw 
0.7975,0.8832,0.8175,0.7166,0.7361,0.7262,0.7198,0.01000,0.0079,6.0,0.2,2.81,11,bw 
0.7950,0.8861,0.8175,0.7167,0.7406,0.7284,0.7220,0.01000,0.0079,6.0,0.1,2.90,11,bw 
0.8075,0.8959,0.8250,0.7329,0.7517,0.7422,0.7362,0.01000,0.0100,6.0,1.0,5.09,20,bw 
0.7925,0.8923,0.8150,0.7253,0.7422,0.7337,0.7274,0.01000,0.0100,6.0,0.9,4.26,18,bw 
0.8075,0.8958,0.8275,0.7406,0.7517,0.7461,0.7402,0.01000,0.0100,6.0,0.8,3.39,14,bw 
0.7900,0.8835,0.8075,0.7065,0.7289,0.7175,0.7109,0.01000,0.0100,6.0,0.7,5.10,14,bw 
0.8150,0.8998,0.8325,0.7518,0.7639,0.7578,0.7521,0.01000,0.0100,6.0,0.6,4.65,14,bw 
0.7000,0.8205,0.7200,0.5702,0.6272,0.5974,0.5876,0.01000,0.0100,6.0,0.5,3.84,13,bw 
0.8050,0.8921,0.8250,0.7343,0.7461,0.7401,0.7341,0.01000,0.0100,6.0,0.4,4.42,11,bw 
0.7975,0.8809,0.8175,0.7101,0.7333,0.7215,0.7150,0.01000,0.0100,6.0,0.3,1.93,11,bw 
0.8150,0.8930,0.8325,0.7374,0.7550,0.7461,0.7402,0.01000,0.0100,6.0,0.2,2.38,12,bw 
0.6750,0.8107,0.6925,0.5460,0.6067,0.5747,0.5644,0.01000,0.0100,6.0,0.1,2.55,14,bw 
0.7625,0.8683,0.7775,0.6534,0.7456,0.6964,0.6889,0.01000,0.1000,6.0,1.0,9.59,52,bw 
0.8600,0.9245,0.8750,0.7860,0.8344,0.8095,0.8050,0.01000,0.1000,6.0,0.9,10.75,44,bw 
0.8825,0.9328,0.8900,0.8117,0.8478,0.8293,0.8253,0.01000,0.1000,6.0,0.8,8.65,43,bw 
0.8700,0.9288,0.8775,0.7995,0.8328,0.8158,0.8114,0.01000,0.1000,6.0,0.7,8.02,41,bw 
0.8100,0.9002,0.8250,0.7274,0.7633,0.7449,0.7389,0.01000,0.1000,6.0,0.6,9.43,40,bw 
0.8150,0.9035,0.8300,0.7428,0.7700,0.7561,0.7504,0.01000,0.1000,6.0,0.5,6.07,30,bw 
0.8125,0.9011,0.8275,0.7414,0.7583,0.7498,0.7440,0.01000,0.1000,6.0,0.4,5.90,33,bw 
0.8075,0.8982,0.8225,0.7234,0.7583,0.7404,0.7343,0.01000,0.1000,6.0,0.3,4.13,25,bw 
0.7975,0.8932,0.8200,0.7258,0.7500,0.7377,0.7316,0.01000,0.1000,6.0,0.2,2.74,16,bw 
0.7875,0.8852,0.8025,0.7099,0.7272,0.7184,0.7119,0.01000,0.1000,6.0,0.1,2.95,16,bw 
0.8750,0.9197,0.8750,0.7739,0.8194,0.7960,0.7912,0.01000,1.0000,6.0,1.0,13.63,86,bw 
0.8775,0.9234,0.8800,0.7932,0.8206,0.8067,0.8021,0.01000,1.0000,6.0,0.9,14.23,84,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,1.0000,6.0,0.8,15.19,82,bw 
0.9900,0.9943,0.9900,0.9780,0.9867,0.9823,0.9819,0.01000,1.0000,6.0,0.7,13.45,80,bw 
0.9500,0.9812,0.9500,0.9000,1.0000,0.9474,0.9461,0.01000,1.0000,6.0,0.6,13.94,77,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,1.0000,6.0,0.5,12.35,74,bw 
0.8125,0.9032,0.8275,0.7292,0.8183,0.7712,0.7656,0.01000,1.0000,6.0,0.4,9.96,66,bw 
0.7025,0.8418,0.7275,0.6038,0.6561,0.6289,0.6199,0.01000,1.0000,6.0,0.3,7.38,60,bw 
0.8575,0.9267,0.8675,0.7690,0.8417,0.8037,0.7990,0.01000,1.0000,6.0,0.2,7.13,57,bw 
0.8175,0.9020,0.8300,0.7318,0.7717,0.7512,0.7453,0.01000,1.0000,6.0,0.1,9.85,51,bw 
0.6800,0.8323,0.6800,0.5202,0.7589,0.6173,0.6067,0.01000,5.0000,6.0,1.0,15.51,106,bw 
0.6325,0.8172,0.6450,0.4987,0.7561,0.6010,0.5899,0.01000,5.0000,6.0,0.9,12.92,103,bw 
0.6625,0.8204,0.6675,0.5022,0.7017,0.5854,0.5742,0.01000,5.0000,6.0,0.8,11.72,101,bw 
0.6975,0.8522,0.7200,0.5820,0.7117,0.6403,0.6312,0.01000,5.0000,6.0,0.7,10.52,98,bw 
0.7975,0.8813,0.7975,0.6632,0.7189,0.6899,0.6825,0.01000,5.0000,6.0,0.6,10.15,96,bw 
0.8150,0.8845,0.8150,0.6637,0.7761,0.7155,0.7084,0.01000,5.0000,6.0,0.5,10.47,93,bw 
0.9625,0.9665,0.9625,0.9214,0.9250,0.9232,0.9214,0.01000,5.0000,6.0,0.4,10.54,91,bw 
0.9775,0.9877,0.9775,0.9514,0.9783,0.9647,0.9638,0.01000,5.0000,6.0,0.3,9.88,88,bw 
0.9525,0.9817,0.9525,0.9041,0.9950,0.9474,0.9461,0.01000,5.0000,6.0,0.2,8.62,84,bw 
0.9500,0.9812,0.9500,0.9000,1.0000,0.9474,0.9461,0.01000,5.0000,6.0,0.1,8.54,79,bw 
0.4150,0.6804,0.4200,0.2564,0.7578,0.3831,0.3616,0.01000,10.0000,6.0,1.0,13.88,114,bw 
0.5275,0.7649,0.5350,0.3942,0.7711,0.5217,0.5070,0.01000,10.0000,6.0,0.9,12.56,111,bw 
0.6450,0.8099,0.6475,0.4771,0.7133,0.5718,0.5599,0.01000,10.0000,6.0,0.8,12.99,109,bw 
0.6050,0.8086,0.6200,0.4757,0.7411,0.5795,0.5676,0.01000,10.0000,6.0,0.7,11.32,106,bw 
0.6550,0.8242,0.6650,0.5039,0.7189,0.5925,0.5814,0.01000,10.0000,6.0,0.6,10.88,104,bw 
0.6975,0.8447,0.7125,0.5562,0.7289,0.6309,0.6212,0.01000,10.0000,6.0,0.5,10.34,100,bw 
0.7050,0.8418,0.7175,0.5529,0.6906,0.6141,0.6042,0.01000,10.0000,6.0,0.4,10.10,99,bw 
0.7400,0.8713,0.7625,0.6265,0.7044,0.6632,0.6549,0.01000,10.0000,6.0,0.3,9.75,97,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,10.0000,6.0,0.2,9.53,93,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,10.0000,6.0,0.1,9.25,91,bw 
0.3250,0.6485,0.3250,0.2473,0.8911,0.3871,0.3647,0.01000,50.0000,6.0,1.0,14.92,144,bw 
0.2875,0.6015,0.2875,0.2027,0.8833,0.3297,0.3041,0.01000,50.0000,6.0,0.9,14.32,144,bw 
0.4100,0.6948,0.4100,0.2916,0.8261,0.4310,0.4114,0.01000,50.0000,6.0,0.8,14.60,147,bw 
0.4800,0.7372,0.4800,0.3473,0.8544,0.4939,0.4771,0.01000,50.0000,6.0,0.7,14.35,149,bw 
0.4575,0.7090,0.4575,0.2987,0.7417,0.4259,0.4068,0.01000,50.0000,6.0,0.6,13.18,136,bw 
0.5525,0.7776,0.5625,0.4161,0.6711,0.5137,0.4998,0.01000,50.0000,6.0,0.5,12.89,130,bw 
0.5725,0.7842,0.5800,0.4271,0.7328,0.5397,0.5262,0.01000,50.0000,6.0,0.4,13.17,130,bw 
0.5825,0.7933,0.5875,0.4270,0.7328,0.5396,0.5261,0.01000,50.0000,6.0,0.3,12.01,116,bw 
0.5925,0.7870,0.5925,0.4373,0.6744,0.5306,0.5174,0.01000,50.0000,6.0,0.2,12.14,130,bw 
0.6250,0.8259,0.6675,0.4912,0.6167,0.5468,0.5351,0.01000,50.0000,6.0,0.1,10.09,109,bw 
0.1950,0.4495,0.1950,0.1066,0.8722,0.1899,0.1560,0.01000,100.0000,6.0,1.0,14.11,151,bw 
0.3150,0.6187,0.3150,0.2094,0.8628,0.3371,0.3121,0.01000,100.0000,6.0,0.9,13.99,151,bw 
0.3300,0.6241,0.3300,0.2187,0.8628,0.3490,0.3247,0.01000,100.0000,6.0,0.8,14.19,151,bw 
0.4175,0.6924,0.4175,0.2918,0.8378,0.4328,0.4132,0.01000,100.0000,6.0,0.7,14.01,151,bw 
0.3650,0.6704,0.3675,0.2694,0.8378,0.4077,0.3867,0.01000,100.0000,6.0,0.6,13.11,141,bw 
0.4025,0.6921,0.4025,0.2960,0.7778,0.4289,0.4096,0.01000,100.0000,6.0,0.5,14.16,151,bw 
0.4700,0.7101,0.4875,0.3031,0.6117,0.4054,0.3869,0.01000,100.0000,6.0,0.4,12.82,141,bw 
0.4950,0.7429,0.4950,0.3648,0.7506,0.4910,0.4751,0.01000,100.0000,6.0,0.3,11.36,124,bw 
0.5425,0.7703,0.5475,0.3835,0.7456,0.5065,0.4914,0.01000,100.0000,6.0,0.2,11.50,121,bw 
0.6275,0.8037,0.6275,0.4620,0.7367,0.5679,0.5556,0.01000,100.0000,6.0,0.1,11.16,121,bw 
0.8375,0.9062,0.8525,0.7669,0.7861,0.7764,0.7712,0.01000,0.0079,7.0,1.0,1.99,20,bw 
0.7950,0.8856,0.8125,0.7167,0.7394,0.7279,0.7215,0.01000,0.0079,7.0,0.9,1.68,16,bw 
0.8150,0.8884,0.8250,0.7253,0.7556,0.7401,0.7340,0.01000,0.0079,7.0,0.8,1.56,15,bw 
0.7925,0.8842,0.8125,0.7080,0.7328,0.7202,0.7136,0.01000,0.0079,7.0,0.7,1.34,12,bw 
0.6825,0.8170,0.6950,0.5572,0.6172,0.5857,0.5756,0.01000,0.0079,7.0,0.6,1.38,13,bw 
0.7950,0.8790,0.8125,0.7163,0.7267,0.7215,0.7150,0.01000,0.0079,7.0,0.5,1.25,12,bw 
0.7675,0.8752,0.7875,0.6909,0.7067,0.6987,0.6917,0.01000,0.0079,7.0,0.4,1.26,12,bw 
0.8175,0.8943,0.8350,0.7352,0.7633,0.7490,0.7431,0.01000,0.0079,7.0,0.3,1.13,10,bw 
0.7600,0.8682,0.7850,0.6755,0.6972,0.6862,0.6788,0.01000,0.0079,7.0,0.2,1.12,10,bw 
0.8100,0.8900,0.8300,0.7239,0.7561,0.7397,0.7335,0.01000,0.0079,7.0,0.1,1.35,13,bw 
0.8325,0.9049,0.8475,0.7540,0.7917,0.7724,0.7670,0.01000,0.0100,7.0,1.0,2.12,22,bw 
0.8275,0.9015,0.8425,0.7513,0.7739,0.7625,0.7569,0.01000,0.0100,7.0,0.9,1.85,18,bw 
0.8100,0.8930,0.8275,0.7358,0.7533,0.7444,0.7385,0.01000,0.0100,7.0,0.8,1.85,18,bw 
0.8350,0.9026,0.8450,0.7567,0.7739,0.7652,0.7597,0.01000,0.0100,7.0,0.7,1.52,15,bw 
0.7150,0.8240,0.7400,0.5844,0.6306,0.6066,0.5972,0.01000,0.0100,7.0,0.6,1.36,13,bw 
0.8050,0.8900,0.8175,0.7292,0.7467,0.7379,0.7317,0.01000,0.0100,7.0,0.5,1.36,13,bw 
0.6575,0.8042,0.6775,0.5142,0.5922,0.5505,0.5394,0.01000,0.0100,7.0,0.4,1.17,11,bw 
0.6475,0.8070,0.6750,0.5208,0.6039,0.5593,0.5484,0.01000,0.0100,7.0,0.3,1.31,12,bw 
0.7800,0.8785,0.8025,0.7035,0.7172,0.7103,0.7036,0.01000,0.0100,7.0,0.2,1.12,10,bw 
0.7850,0.8829,0.8075,0.7029,0.7322,0.7173,0.7106,0.01000,0.0100,7.0,0.1,1.49,14,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.1000,7.0,1.0,5.54,61,bw 
0.9850,0.9928,0.9850,0.9673,0.9867,0.9769,0.9764,0.01000,0.1000,7.0,0.9,4.94,53,bw 
0.8000,0.8905,0.8200,0.6972,0.7944,0.7427,0.7363,0.01000,0.1000,7.0,0.8,5.12,55,bw 
0.8325,0.9060,0.8475,0.7555,0.8083,0.7810,0.7758,0.01000,0.1000,7.0,0.7,4.50,49,bw 
0.7825,0.8713,0.7900,0.6538,0.7533,0.7001,0.6926,0.01000,0.1000,7.0,0.6,4.07,44,bw 
0.8775,0.9321,0.8900,0.8176,0.8417,0.8295,0.8255,0.01000,0.1000,7.0,0.5,3.77,40,bw 
0.8600,0.9191,0.8700,0.7817,0.8178,0.7993,0.7946,0.01000,0.1000,7.0,0.4,3.69,39,bw 
0.8125,0.8984,0.8300,0.7353,0.7622,0.7485,0.7426,0.01000,0.1000,7.0,0.3,3.14,33,bw 
0.8475,0.9124,0.8575,0.7777,0.7928,0.7851,0.7801,0.01000,0.1000,7.0,0.2,2.74,28,bw 
0.8125,0.8940,0.8225,0.7322,0.7594,0.7456,0.7396,0.01000,0.1000,7.0,0.1,2.32,24,bw 
0.6700,0.8170,0.6700,0.5018,0.6839,0.5789,0.5676,0.01000,1.0000,7.0,1.0,8.23,88,bw 
0.6825,0.8409,0.7075,0.5500,0.6539,0.5975,0.5874,0.01000,1.0000,7.0,0.9,7.86,85,bw 
0.7250,0.8577,0.7400,0.5904,0.7350,0.6548,0.6459,0.01000,1.0000,7.0,0.8,7.71,83,bw 
0.7350,0.8637,0.7550,0.5837,0.7222,0.6456,0.6366,0.01000,1.0000,7.0,0.7,7.36,80,bw 
0.7875,0.8752,0.7925,0.6505,0.7000,0.6743,0.6665,0.01000,1.0000,7.0,0.6,7.20,78,bw 
0.9875,0.9908,0.9875,0.9729,0.9783,0.9756,0.9751,0.01000,1.0000,7.0,0.5,7.12,77,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,1.0000,7.0,0.4,6.93,76,bw 
0.9225,0.9695,0.9225,0.8525,0.9950,0.9182,0.9162,0.01000,1.0000,7.0,0.3,6.43,70,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,1.0000,7.0,0.2,5.65,62,bw 
0.8300,0.9025,0.8375,0.7159,0.8233,0.7659,0.7601,0.01000,1.0000,7.0,0.1,5.32,57,bw 
0.2800,0.5494,0.2800,0.1756,0.7511,0.2847,0.2575,0.01000,5.0000,7.0,1.0,11.36,123,bw 
0.5050,0.7563,0.5050,0.3751,0.8500,0.5205,0.5050,0.01000,5.0000,7.0,0.9,9.76,105,bw 
0.5000,0.7438,0.5000,0.3697,0.7550,0.4963,0.4806,0.01000,5.0000,7.0,0.8,9.74,104,bw 
0.6075,0.7956,0.6075,0.4552,0.7756,0.5737,0.5612,0.01000,5.0000,7.0,0.7,10.11,109,bw 
0.6950,0.8354,0.6975,0.5256,0.7578,0.6207,0.6103,0.01000,5.0000,7.0,0.6,9.19,98,bw 
0.7025,0.8364,0.7100,0.5377,0.7094,0.6117,0.6015,0.01000,5.0000,7.0,0.5,8.72,94,bw 
0.7650,0.8612,0.7650,0.5979,0.7444,0.6632,0.6546,0.01000,5.0000,7.0,0.4,8.23,91,bw 
0.6975,0.8537,0.7075,0.5732,0.6311,0.6007,0.5911,0.01000,5.0000,7.0,0.3,7.95,89,bw 
0.9525,0.9576,0.9525,0.9010,0.9050,0.9030,0.9007,0.01000,5.0000,7.0,0.2,7.98,87,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,5.0000,7.0,0.1,7.78,84,bw 
0.3850,0.6692,0.3850,0.2649,0.8494,0.4039,0.3826,0.01000,10.0000,7.0,1.0,11.11,122,bw 
0.5125,0.7442,0.5125,0.3600,0.7850,0.4936,0.4775,0.01000,10.0000,7.0,0.9,12.09,131,bw 
0.5150,0.7624,0.5200,0.3805,0.8356,0.5229,0.5076,0.01000,10.0000,7.0,0.8,11.56,127,bw 
0.5425,0.7533,0.5425,0.3718,0.7494,0.4971,0.4814,0.01000,10.0000,7.0,0.7,11.37,122,bw 
0.5425,0.7548,0.5425,0.3618,0.7483,0.4878,0.4717,0.01000,10.0000,7.0,0.6,10.98,116,bw 
0.5825,0.7978,0.5850,0.4565,0.7839,0.5770,0.5646,0.01000,10.0000,7.0,0.5,10.62,115,bw 
0.6475,0.8146,0.6475,0.4804,0.7350,0.5810,0.5693,0.01000,10.0000,7.0,0.4,9.27,100,bw 
0.6100,0.8027,0.6300,0.4526,0.5856,0.5105,0.4978,0.01000,10.0000,7.0,0.3,8.87,96,bw 
0.6650,0.8362,0.6925,0.5267,0.6517,0.5826,0.5719,0.01000,10.0000,7.0,0.2,8.60,94,bw 
0.7750,0.8720,0.7850,0.6312,0.7311,0.6775,0.6695,0.01000,10.0000,7.0,0.1,8.40,91,bw 
0.1400,0.3984,0.1475,0.0934,0.8722,0.1687,0.1334,0.01000,50.0000,7.0,1.0,12.84,138,bw 
0.2775,0.5787,0.2775,0.1803,0.8567,0.2979,0.2707,0.01000,50.0000,7.0,0.9,13.59,147,bw 
0.2450,0.5022,0.2450,0.1242,0.8900,0.2180,0.1858,0.01000,50.0000,7.0,0.8,13.66,149,bw 
0.2425,0.5667,0.2425,0.1822,0.8939,0.3028,0.2756,0.01000,50.0000,7.0,0.7,13.27,145,bw 
0.4475,0.7110,0.4525,0.3002,0.8189,0.4393,0.4202,0.01000,50.0000,7.0,0.6,13.33,144,bw 
0.4350,0.6980,0.4350,0.2935,0.7894,0.4279,0.4084,0.01000,50.0000,7.0,0.5,13.64,149,bw 
0.5375,0.7744,0.5600,0.3860,0.6811,0.4928,0.4777,0.01000,50.0000,7.0,0.4,13.66,151,bw 
0.4900,0.7387,0.4900,0.3522,0.8261,0.4939,0.4773,0.01000,50.0000,7.0,0.3,14.61,137,bw 
0.5550,0.7653,0.5550,0.3823,0.7339,0.5028,0.4876,0.01000,50.0000,7.0,0.2,12.57,129,bw 
0.5450,0.7696,0.5650,0.3760,0.6817,0.4847,0.4693,0.01000,50.0000,7.0,0.1,10.35,111,bw 
0.0425,0.0256,0.0425,0.0224,0.5511,0.0430,-0.0004,0.01000,100.0000,7.0,1.0,12.46,128,bw 
0.1250,0.3836,0.1250,0.0833,0.9772,0.1535,0.1168,0.01000,100.0000,7.0,0.9,14.30,146,bw 
0.1750,0.4716,0.1750,0.1237,0.9022,0.2175,0.1852,0.01000,100.0000,7.0,0.8,13.62,143,bw 
0.2625,0.5794,0.2650,0.1804,0.8872,0.2998,0.2725,0.01000,100.0000,7.0,0.7,14.02,151,bw 
0.3250,0.6279,0.3250,0.2290,0.8633,0.3620,0.3384,0.01000,100.0000,7.0,0.6,13.91,151,bw 
0.3775,0.6746,0.3775,0.2717,0.8628,0.4133,0.3924,0.01000,100.0000,7.0,0.5,13.69,151,bw 
0.4775,0.7293,0.4775,0.3361,0.7683,0.4676,0.4504,0.01000,100.0000,7.0,0.4,13.69,151,bw 
0.4175,0.6633,0.4225,0.2628,0.6383,0.3723,0.3516,0.01000,100.0000,7.0,0.3,12.92,145,bw 
0.5775,0.7691,0.5800,0.4077,0.6211,0.4923,0.4781,0.01000,100.0000,7.0,0.2,13.73,147,bw 
0.5575,0.7811,0.5775,0.4166,0.7161,0.5268,0.5129,0.01000,100.0000,7.0,0.1,13.63,151,bw 
0.8625,0.9248,0.8725,0.7872,0.8239,0.8051,0.8005,0.01000,0.0079,8.0,1.0,2.19,22,bw 
0.8575,0.9228,0.8675,0.7969,0.8172,0.8069,0.8024,0.01000,0.0079,8.0,0.9,1.69,17,bw 
0.8525,0.9151,0.8650,0.7825,0.8033,0.7928,0.7879,0.01000,0.0079,8.0,0.8,1.62,16,bw 
0.8325,0.9074,0.8425,0.7534,0.7789,0.7659,0.7604,0.01000,0.0079,8.0,0.7,1.55,15,bw 
0.7750,0.8796,0.7975,0.6909,0.7189,0.7046,0.6976,0.01000,0.0079,8.0,0.6,1.37,13,bw 
0.6625,0.8054,0.6875,0.5251,0.5922,0.5567,0.5458,0.01000,0.0079,8.0,0.5,1.21,11,bw 
0.7800,0.8710,0.7950,0.6866,0.7022,0.6943,0.6872,0.01000,0.0079,8.0,0.4,1.39,13,bw 
0.7900,0.8808,0.8025,0.7027,0.7339,0.7179,0.7113,0.01000,0.0079,8.0,0.3,1.19,11,bw 
0.6900,0.8181,0.7100,0.5606,0.5983,0.5789,0.5688,0.01000,0.0079,8.0,0.2,1.15,10,bw 
0.6875,0.8273,0.7100,0.5797,0.6039,0.5916,0.5819,0.01000,0.0079,8.0,0.1,1.28,10,bw 
0.8875,0.9372,0.9000,0.8243,0.8550,0.8394,0.8356,0.01000,0.0100,8.0,1.0,2.81,27,bw 
0.9000,0.9461,0.9100,0.8520,0.8700,0.8609,0.8577,0.01000,0.0100,8.0,0.9,2.69,24,bw 
0.8550,0.9219,0.8700,0.7975,0.8161,0.8067,0.8022,0.01000,0.0100,8.0,0.8,2.03,18,bw 
0.8225,0.9034,0.8400,0.7460,0.7750,0.7602,0.7546,0.01000,0.0100,8.0,0.7,1.93,16,bw 
0.8150,0.8943,0.8250,0.7278,0.7500,0.7387,0.7326,0.01000,0.0100,8.0,0.6,1.97,16,bw 
0.8200,0.8955,0.8325,0.7357,0.7622,0.7487,0.7428,0.01000,0.0100,8.0,0.5,1.71,16,bw 
0.7775,0.8786,0.7975,0.6927,0.7189,0.7056,0.6986,0.01000,0.0100,8.0,0.4,1.94,14,bw 
0.6900,0.8161,0.7175,0.5544,0.6089,0.5804,0.5702,0.01000,0.0100,8.0,0.3,1.76,13,bw 
0.6625,0.8065,0.6800,0.5360,0.5994,0.5660,0.5554,0.01000,0.0100,8.0,0.2,1.51,13,bw 
0.7450,0.8575,0.7700,0.6460,0.6894,0.6670,0.6591,0.01000,0.0100,8.0,0.1,1.34,12,bw 
0.8925,0.9457,0.9025,0.8408,0.8656,0.8530,0.8496,0.01000,0.1000,8.0,1.0,6.81,62,bw 
0.9000,0.9515,0.9025,0.8199,0.9256,0.8695,0.8663,0.01000,0.1000,8.0,0.9,5.90,60,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,0.1000,8.0,0.8,6.03,58,bw 
0.9800,0.9916,0.9800,0.9571,0.9911,0.9738,0.9732,0.01000,0.1000,8.0,0.7,5.13,54,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.1000,8.0,0.6,4.64,50,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.1000,8.0,0.5,4.28,45,bw 
0.8275,0.8992,0.8350,0.7304,0.8006,0.7638,0.7581,0.01000,0.1000,8.0,0.4,3.72,39,bw 
0.7800,0.8737,0.7925,0.6652,0.7550,0.7073,0.7001,0.01000,0.1000,8.0,0.3,3.85,40,bw 
0.8900,0.9423,0.9000,0.8318,0.8628,0.8470,0.8434,0.01000,0.1000,8.0,0.2,3.31,33,bw 
