ACC,MIhat,Purity,P,R,F,RI,omega,lambda,r,p,time,iter
0.8050,0.8999,0.8225,0.7313,0.7561,0.7435,0.7375,0.01000,0.1000,8.0,0.1,3.28,32,bw 
0.5000,0.7378,0.5000,0.3503,0.7806,0.4836,0.4670,0.01000,1.0000,8.0,1.0,8.52,89,bw 
0.5300,0.7609,0.5300,0.3954,0.8139,0.5322,0.5176,0.01000,1.0000,8.0,0.9,8.15,88,bw 
0.5525,0.7556,0.5525,0.3749,0.7372,0.4970,0.4815,0.01000,1.0000,8.0,0.8,8.43,85,bw 
0.6400,0.8089,0.6400,0.4743,0.7189,0.5716,0.5596,0.01000,1.0000,8.0,0.7,10.93,83,bw 
0.6875,0.8341,0.6925,0.5413,0.7167,0.6168,0.6067,0.01000,1.0000,8.0,0.6,9.34,80,bw 
0.7325,0.8558,0.7425,0.5845,0.7144,0.6430,0.6339,0.01000,1.0000,8.0,0.5,8.55,78,bw 
0.6950,0.8438,0.7175,0.5638,0.6728,0.6135,0.6037,0.01000,1.0000,8.0,0.4,7.73,74,bw 
0.7850,0.8853,0.8050,0.6748,0.7494,0.7102,0.7031,0.01000,1.0000,8.0,0.3,7.43,72,bw 
0.9950,0.9955,0.9950,0.9895,0.9900,0.9897,0.9895,0.01000,1.0000,8.0,0.2,7.07,70,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,1.0000,8.0,0.1,8.01,67,bw 
0.1825,0.4899,0.1825,0.1338,0.9433,0.2344,0.2029,0.01000,5.0000,8.0,1.0,13.81,120,bw 
0.2900,0.5576,0.2900,0.1708,0.7900,0.2809,0.2532,0.01000,5.0000,8.0,0.9,14.22,120,bw 
0.3900,0.6835,0.3900,0.2905,0.8461,0.4325,0.4128,0.01000,5.0000,8.0,0.8,13.69,123,bw 
0.3925,0.6547,0.3925,0.2418,0.7789,0.3691,0.3466,0.01000,5.0000,8.0,0.7,13.12,112,bw 
0.5700,0.7817,0.5825,0.4106,0.7467,0.5299,0.5158,0.01000,5.0000,8.0,0.6,11.66,106,bw 
0.5725,0.7862,0.5875,0.4370,0.6322,0.5168,0.5036,0.01000,5.0000,8.0,0.5,13.29,125,bw 
0.5950,0.7946,0.5950,0.4410,0.8217,0.5739,0.5610,0.01000,5.0000,8.0,0.4,9.97,95,bw 
0.6500,0.8236,0.6600,0.4852,0.7544,0.5906,0.5790,0.01000,5.0000,8.0,0.3,9.23,90,bw 
0.6225,0.8208,0.6350,0.4996,0.6922,0.5803,0.5691,0.01000,5.0000,8.0,0.2,10.01,99,bw 
0.7000,0.8524,0.7175,0.5674,0.6850,0.6207,0.6111,0.01000,5.0000,8.0,0.1,8.51,84,bw 
0.1725,0.4533,0.1725,0.1149,0.8889,0.2035,0.1703,0.01000,10.0000,8.0,1.0,12.77,124,bw 
0.3550,0.6394,0.3550,0.2312,0.8411,0.3627,0.3393,0.01000,10.0000,8.0,0.9,12.73,125,bw 
0.3075,0.6145,0.3075,0.2116,0.8600,0.3396,0.3148,0.01000,10.0000,8.0,0.8,13.19,127,bw 
0.4400,0.7128,0.4400,0.3210,0.8406,0.4646,0.4465,0.01000,10.0000,8.0,0.7,14.55,132,bw 
0.4750,0.7305,0.4750,0.3450,0.8083,0.4836,0.4668,0.01000,10.0000,8.0,0.6,13.71,125,bw 
0.5350,0.7721,0.5450,0.4095,0.7739,0.5356,0.5214,0.01000,10.0000,8.0,0.5,13.75,135,bw 
0.5475,0.7667,0.5475,0.3976,0.7689,0.5241,0.5096,0.01000,10.0000,8.0,0.4,12.38,116,bw 
0.5725,0.7758,0.5725,0.4048,0.7744,0.5317,0.5174,0.01000,10.0000,8.0,0.3,10.41,99,bw 
0.5675,0.7813,0.5700,0.4137,0.7122,0.5234,0.5094,0.01000,10.0000,8.0,0.2,11.23,114,bw 
0.6125,0.8089,0.6225,0.4640,0.7017,0.5586,0.5463,0.01000,10.0000,8.0,0.1,11.08,111,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,50.0000,8.0,1.0,13.05,123,bw 
0.0750,0.2163,0.0750,0.0473,0.9689,0.0902,0.0493,0.01000,50.0000,8.0,0.9,14.89,139,bw 
0.1250,0.4036,0.1250,0.0973,0.9600,0.1767,0.1416,0.01000,50.0000,8.0,0.8,15.19,140,bw 
0.1325,0.3834,0.1325,0.0889,0.9061,0.1619,0.1260,0.01000,50.0000,8.0,0.7,15.40,134,bw 
0.2950,0.6115,0.2950,0.2102,0.9044,0.3411,0.3160,0.01000,50.0000,8.0,0.6,15.58,147,bw 
0.2875,0.6049,0.2875,0.2047,0.8383,0.3290,0.3038,0.01000,50.0000,8.0,0.5,15.79,150,bw 
0.3725,0.6593,0.3725,0.2505,0.7956,0.3810,0.3590,0.01000,50.0000,8.0,0.4,15.24,151,bw 
0.4725,0.7154,0.4750,0.3120,0.7628,0.4428,0.4244,0.01000,50.0000,8.0,0.3,15.27,147,bw 
0.4725,0.7005,0.4750,0.2774,0.6628,0.3911,0.3711,0.01000,50.0000,8.0,0.2,13.93,135,bw 
0.4875,0.7276,0.4875,0.3461,0.7728,0.4781,0.4613,0.01000,50.0000,8.0,0.1,16.78,151,bw 
0.0475,0.0305,0.0475,0.0227,0.4933,0.0434,0.0003,0.01000,100.0000,8.0,1.0,12.85,128,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,8.0,0.9,12.20,119,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,8.0,0.8,11.75,120,bw 
0.1250,0.3695,0.1250,0.0815,0.9150,0.1497,0.1130,0.01000,100.0000,8.0,0.7,14.20,143,bw 
0.1450,0.3415,0.1450,0.0664,0.8917,0.1235,0.0851,0.01000,100.0000,8.0,0.6,16.07,151,bw 
0.2350,0.5159,0.2350,0.1523,0.6189,0.2444,0.2160,0.01000,100.0000,8.0,0.5,11.92,120,bw 
0.2150,0.4754,0.2175,0.1213,0.6728,0.2055,0.1739,0.01000,100.0000,8.0,0.4,13.62,129,bw 
0.3375,0.6088,0.3375,0.1986,0.7006,0.3094,0.2843,0.01000,100.0000,8.0,0.3,14.21,151,bw 
0.3175,0.6348,0.3175,0.2322,0.8639,0.3661,0.3427,0.01000,100.0000,8.0,0.2,13.92,151,bw 
0.4200,0.6881,0.4225,0.2811,0.6744,0.3969,0.3770,0.01000,100.0000,8.0,0.1,13.53,149,bw 
0.8475,0.9231,0.8525,0.7554,0.8700,0.8087,0.8039,0.01000,0.0079,9.0,1.0,3.09,31,bw 
0.8625,0.9180,0.8650,0.7778,0.8422,0.8087,0.8042,0.01000,0.0079,9.0,0.9,2.74,28,bw 
0.7475,0.8653,0.7650,0.6325,0.7544,0.6881,0.6803,0.01000,0.0079,9.0,0.8,2.17,22,bw 
0.8925,0.9412,0.8975,0.8279,0.8739,0.8503,0.8467,0.01000,0.0079,9.0,0.7,1.63,15,bw 
0.8700,0.9264,0.8775,0.7958,0.8400,0.8173,0.8130,0.01000,0.0079,9.0,0.6,1.76,16,bw 
0.8225,0.9046,0.8350,0.7340,0.7956,0.7635,0.7578,0.01000,0.0079,9.0,0.5,1.39,13,bw 
0.8200,0.9046,0.8375,0.7553,0.7750,0.7650,0.7595,0.01000,0.0079,9.0,0.4,1.28,12,bw 
0.8250,0.8987,0.8400,0.7468,0.7700,0.7582,0.7525,0.01000,0.0079,9.0,0.3,1.30,11,bw 
0.6750,0.8104,0.6925,0.5532,0.5772,0.5650,0.5547,0.01000,0.0079,9.0,0.2,1.20,11,bw 
0.6050,0.7858,0.6425,0.4901,0.5217,0.5054,0.4936,0.01000,0.0079,9.0,0.1,0.95,8,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.0100,9.0,1.0,3.53,36,bw 
0.9675,0.9833,0.9675,0.9381,0.9594,0.9486,0.9474,0.01000,0.0100,9.0,0.9,3.03,31,bw 
0.8275,0.8923,0.8325,0.7280,0.7778,0.7521,0.7462,0.01000,0.0100,9.0,0.8,2.88,30,bw 
0.7575,0.8700,0.7725,0.6496,0.7561,0.6988,0.6914,0.01000,0.0100,9.0,0.7,2.33,24,bw 
0.7650,0.8703,0.7875,0.6715,0.7461,0.7068,0.6997,0.01000,0.0100,9.0,0.6,2.30,21,bw 
0.8850,0.9419,0.8950,0.8244,0.8789,0.8508,0.8472,0.01000,0.0100,9.0,0.5,1.72,17,bw 
0.8125,0.9001,0.8300,0.7305,0.7650,0.7474,0.7414,0.01000,0.0100,9.0,0.4,1.39,13,bw 
0.6825,0.8227,0.7000,0.5581,0.6194,0.5872,0.5771,0.01000,0.0100,9.0,0.3,1.29,12,bw 
0.7875,0.8833,0.8100,0.7027,0.7406,0.7211,0.7145,0.01000,0.0100,9.0,0.2,1.32,12,bw 
0.6475,0.8005,0.6650,0.5131,0.5533,0.5325,0.5213,0.01000,0.0100,9.0,0.1,1.10,10,bw 
0.6425,0.8116,0.6500,0.4817,0.7017,0.5712,0.5595,0.01000,0.1000,9.0,1.0,5.89,63,bw 
0.7200,0.8557,0.7350,0.5752,0.7078,0.6346,0.6253,0.01000,0.1000,9.0,0.9,5.77,61,bw 
0.7400,0.8637,0.7625,0.6070,0.7122,0.6554,0.6468,0.01000,0.1000,9.0,0.8,5.52,59,bw 
0.8050,0.8986,0.8175,0.7040,0.7611,0.7314,0.7250,0.01000,0.1000,9.0,0.7,5.27,56,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,0.1000,9.0,0.6,5.24,54,bw 
0.9750,0.9888,0.9750,0.9469,0.9900,0.9680,0.9672,0.01000,0.1000,9.0,0.5,4.96,51,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,0.1000,9.0,0.4,4.48,48,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.1000,9.0,0.3,4.25,45,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.1000,9.0,0.2,3.66,39,bw 
0.7525,0.8658,0.7625,0.6559,0.7328,0.6922,0.6847,0.01000,0.1000,9.0,0.1,2.82,29,bw 
0.3100,0.6306,0.3100,0.2242,0.8989,0.3589,0.3349,0.01000,1.0000,9.0,1.0,9.45,101,bw 
0.4075,0.6854,0.4100,0.2726,0.7928,0.4057,0.3851,0.01000,1.0000,9.0,0.9,9.80,106,bw 
0.5350,0.7643,0.5350,0.3864,0.7856,0.5180,0.5030,0.01000,1.0000,9.0,0.8,9.77,107,bw 
0.4975,0.7353,0.4975,0.3503,0.7767,0.4828,0.4662,0.01000,1.0000,9.0,0.7,9.89,108,bw 
0.5050,0.7419,0.5050,0.3433,0.7606,0.4730,0.4561,0.01000,1.0000,9.0,0.6,8.42,91,bw 
0.6050,0.7990,0.6250,0.4524,0.7178,0.5550,0.5423,0.01000,1.0000,9.0,0.5,7.27,80,bw 
0.7000,0.8302,0.7000,0.5186,0.7339,0.6078,0.5971,0.01000,1.0000,9.0,0.4,6.83,75,bw 
0.6825,0.8425,0.7000,0.5485,0.6628,0.6003,0.5901,0.01000,1.0000,9.0,0.3,6.59,73,bw 
0.6575,0.8361,0.6675,0.5326,0.6672,0.5924,0.5819,0.01000,1.0000,9.0,0.2,6.43,70,bw 
0.7875,0.8878,0.8025,0.6802,0.7267,0.7027,0.6956,0.01000,1.0000,9.0,0.1,6.17,67,bw 
0.2000,0.5095,0.2000,0.1444,0.9178,0.2495,0.2191,0.01000,5.0000,9.0,1.0,11.44,122,bw 
0.2050,0.5158,0.2050,0.1445,0.9228,0.2498,0.2194,0.01000,5.0000,9.0,0.9,11.43,123,bw 
0.4025,0.6735,0.4025,0.2595,0.8267,0.3951,0.3736,0.01000,5.0000,9.0,0.8,11.40,123,bw 
0.3450,0.6603,0.3475,0.2585,0.8872,0.4004,0.3787,0.01000,5.0000,9.0,0.7,11.41,124,bw 
0.3325,0.6067,0.3325,0.2071,0.7283,0.3225,0.2978,0.01000,5.0000,9.0,0.6,11.46,125,bw 
0.4675,0.7186,0.4675,0.3216,0.7433,0.4489,0.4310,0.01000,5.0000,9.0,0.5,11.79,122,bw 
0.4975,0.7328,0.4975,0.3333,0.6811,0.4476,0.4304,0.01000,5.0000,9.0,0.4,12.18,129,bw 
0.5900,0.7860,0.5900,0.4258,0.7156,0.5339,0.5203,0.01000,5.0000,9.0,0.3,9.33,102,bw 
0.5125,0.7416,0.5150,0.3474,0.6739,0.4584,0.4418,0.01000,5.0000,9.0,0.2,9.38,100,bw 
0.5625,0.7876,0.5800,0.4291,0.7311,0.5408,0.5273,0.01000,5.0000,9.0,0.1,8.04,88,bw 
0.1100,0.3394,0.1100,0.0773,0.8839,0.1421,0.1050,0.01000,10.0000,9.0,1.0,12.05,125,bw 
0.2000,0.5230,0.2000,0.1561,0.9156,0.2668,0.2374,0.01000,10.0000,9.0,0.9,11.44,119,bw 
0.2000,0.5303,0.2000,0.1562,0.9533,0.2684,0.2389,0.01000,10.0000,9.0,0.8,11.18,117,bw 
0.2825,0.5969,0.2825,0.2014,0.8856,0.3282,0.3026,0.01000,10.0000,9.0,0.7,12.52,133,bw 
0.3475,0.6480,0.3475,0.2425,0.8572,0.3780,0.3553,0.01000,10.0000,9.0,0.6,12.21,130,bw 
0.4550,0.7165,0.4625,0.3123,0.7689,0.4442,0.4257,0.01000,10.0000,9.0,0.5,12.60,131,bw 
0.4700,0.7198,0.4750,0.3252,0.7233,0.4487,0.4309,0.01000,10.0000,9.0,0.4,11.97,135,bw 
0.5250,0.7557,0.5250,0.3874,0.7456,0.5099,0.4949,0.01000,10.0000,9.0,0.3,12.04,136,bw 
0.4600,0.7119,0.4600,0.3202,0.6672,0.4327,0.4149,0.01000,10.0000,9.0,0.2,9.60,107,bw 
0.5200,0.7322,0.5200,0.3310,0.7289,0.4552,0.4378,0.01000,10.0000,9.0,0.1,10.42,117,bw 
0.0375,0.0093,0.0375,0.0218,0.4839,0.0417,-0.0015,0.01000,50.0000,9.0,1.0,11.21,120,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,50.0000,9.0,0.9,10.98,114,bw 
0.0900,0.1760,0.0900,0.0346,0.7850,0.0663,0.0242,0.01000,50.0000,9.0,0.8,11.80,129,bw 
0.0500,0.0683,0.0500,0.0260,0.9861,0.0506,0.0069,0.01000,50.0000,9.0,0.7,12.03,133,bw 
0.0925,0.2585,0.0925,0.0526,0.9389,0.0996,0.0594,0.01000,50.0000,9.0,0.6,13.53,151,bw 
0.1725,0.4793,0.1725,0.1299,0.9317,0.2280,0.1962,0.01000,50.0000,9.0,0.5,13.54,151,bw 
0.2100,0.4823,0.2100,0.1224,0.8189,0.2129,0.1808,0.01000,50.0000,9.0,0.4,13.45,151,bw 
0.3400,0.6292,0.3400,0.2136,0.8178,0.3388,0.3143,0.01000,50.0000,9.0,0.3,13.40,150,bw 
0.3250,0.6084,0.3250,0.2081,0.6689,0.3175,0.2931,0.01000,50.0000,9.0,0.2,9.86,110,bw 
0.3650,0.6650,0.3700,0.2540,0.7967,0.3852,0.3635,0.01000,50.0000,9.0,0.1,12.50,142,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,9.0,1.0,11.38,123,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,9.0,0.9,10.91,116,bw 
0.0375,0.0198,0.0375,0.0230,0.6856,0.0444,0.0008,0.01000,100.0000,9.0,0.8,11.38,123,bw 
0.0550,0.0480,0.0550,0.0246,0.4672,0.0467,0.0040,0.01000,100.0000,9.0,0.7,11.07,121,bw 
0.0750,0.1348,0.0750,0.0302,0.9406,0.0585,0.0155,0.01000,100.0000,9.0,0.6,12.98,143,bw 
0.1000,0.2303,0.1000,0.0424,0.8928,0.0810,0.0396,0.01000,100.0000,9.0,0.5,12.70,140,bw 
0.1250,0.3635,0.1250,0.0806,0.8839,0.1478,0.1110,0.01000,100.0000,9.0,0.4,11.72,129,bw 
0.1350,0.3797,0.1350,0.0878,0.7956,0.1581,0.1224,0.01000,100.0000,9.0,0.3,11.02,122,bw 
0.2725,0.5693,0.2725,0.1818,0.7861,0.2953,0.2685,0.01000,100.0000,9.0,0.2,13.42,151,bw 
0.2875,0.5977,0.2875,0.2070,0.8122,0.3299,0.3049,0.01000,100.0000,9.0,0.1,13.30,150,bw 
0.9250,0.9639,0.9375,0.8855,0.9150,0.9000,0.8977,0.01000,0.0079,10.0,1.0,3.24,35,bw 
0.9850,0.9913,0.9850,0.9671,0.9811,0.9741,0.9735,0.01000,0.0079,10.0,0.9,3.09,33,bw 
0.9775,0.9911,0.9775,0.9522,0.9950,0.9731,0.9725,0.01000,0.0079,10.0,0.8,2.91,31,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,0.0079,10.0,0.7,2.72,29,bw 
0.9775,0.9856,0.9775,0.9554,0.9650,0.9602,0.9593,0.01000,0.0079,10.0,0.6,2.23,23,bw 
0.7450,0.8639,0.7650,0.6323,0.7556,0.6884,0.6806,0.01000,0.0079,10.0,0.5,1.41,14,bw 
0.8475,0.9248,0.8625,0.7798,0.8322,0.8052,0.8005,0.01000,0.0079,10.0,0.4,1.44,14,bw 
0.6800,0.8159,0.6975,0.5404,0.5989,0.5681,0.5576,0.01000,0.0079,10.0,0.3,1.08,10,bw 
0.5775,0.7674,0.6000,0.4554,0.5128,0.4824,0.4697,0.01000,0.0079,10.0,0.2,0.91,8,bw 
0.4625,0.6656,0.4900,0.3103,0.3239,0.3169,0.3008,0.01000,0.0079,10.0,0.1,0.75,6,bw 
0.9350,0.9585,0.9375,0.8783,0.9061,0.8920,0.8895,0.01000,0.0100,10.0,1.0,3.41,37,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,0.0100,10.0,0.9,3.34,36,bw 
0.9925,0.9933,0.9925,0.9839,0.9850,0.9845,0.9841,0.01000,0.0100,10.0,0.8,3.06,33,bw 
1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.01000,0.0100,10.0,0.7,2.90,31,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.0100,10.0,0.6,2.52,27,bw 
0.9750,0.9906,0.9750,0.9474,1.0000,0.9730,0.9723,0.01000,0.0100,10.0,0.5,2.25,23,bw 
0.7350,0.8652,0.7600,0.6330,0.7244,0.6756,0.6676,0.01000,0.0100,10.0,0.4,1.53,15,bw 
0.6950,0.8311,0.7100,0.5656,0.6589,0.6087,0.5989,0.01000,0.0100,10.0,0.2,1.26,12,bw 
0.5825,0.7671,0.6125,0.4540,0.5100,0.4804,0.4677,0.01000,0.0100,10.0,0.1,0.93,8,bw 
0.5450,0.7664,0.5450,0.4018,0.7889,0.5324,0.5180,0.01000,0.1000,10.0,1.0,5.88,65,bw 
0.4825,0.7438,0.4825,0.3677,0.8556,0.5144,0.4985,0.01000,0.1000,10.0,0.9,5.77,64,bw 
0.6225,0.8094,0.6250,0.4829,0.7856,0.5981,0.5866,0.01000,0.1000,10.0,0.8,5.47,61,bw 
0.6175,0.8046,0.6225,0.4585,0.7389,0.5658,0.5534,0.01000,0.1000,10.0,0.7,5.42,60,bw 
0.6900,0.8321,0.7000,0.5246,0.6994,0.5995,0.5889,0.01000,0.1000,10.0,0.6,5.07,55,bw 
0.6900,0.8323,0.6950,0.5396,0.6661,0.5962,0.5859,0.01000,0.1000,10.0,0.5,4.67,52,bw 
0.6525,0.8343,0.6875,0.5287,0.6294,0.5747,0.5640,0.01000,0.1000,10.0,0.4,4.55,50,bw 
0.9825,0.9844,0.9825,0.9639,0.9650,0.9645,0.9636,0.01000,0.1000,10.0,0.3,4.36,48,bw 
0.9800,0.9903,0.9800,0.9604,0.9833,0.9717,0.9711,0.01000,0.1000,10.0,0.2,4.16,46,bw 
0.9450,0.9750,0.9450,0.8900,0.9800,0.9328,0.9312,0.01000,0.1000,10.0,0.1,3.66,40,bw 
0.2125,0.4913,0.2125,0.1328,0.8244,0.2288,0.1976,0.01000,1.0000,10.0,1.0,9.10,101,bw 
0.2600,0.5134,0.2600,0.1211,0.8800,0.2130,0.1805,0.01000,1.0000,10.0,0.9,9.49,106,bw 
0.2500,0.5829,0.2500,0.1972,0.9083,0.3241,0.2980,0.01000,1.0000,10.0,0.8,8.91,100,bw 
0.3500,0.6522,0.3500,0.2415,0.8567,0.3767,0.3540,0.01000,1.0000,10.0,0.7,9.38,105,bw 
0.4400,0.7050,0.4400,0.3176,0.8256,0.4587,0.4405,0.01000,1.0000,10.0,0.6,8.70,96,bw 
0.4050,0.6947,0.4050,0.2957,0.8289,0.4359,0.4165,0.01000,1.0000,10.0,0.5,8.24,92,bw 
0.4950,0.7393,0.4950,0.3578,0.7700,0.4885,0.4723,0.01000,1.0000,10.0,0.4,7.93,89,bw 
0.5025,0.7361,0.5025,0.3342,0.7783,0.4676,0.4503,0.01000,1.0000,10.0,0.3,6.77,76,bw 
0.5775,0.7778,0.5950,0.4092,0.6556,0.5038,0.4897,0.01000,1.0000,10.0,0.2,8.12,91,bw 
0.6575,0.8181,0.6575,0.4894,0.7289,0.5856,0.5741,0.01000,1.0000,10.0,0.1,6.18,69,bw 
0.0325,0.0130,0.0325,0.0225,0.8717,0.0439,-0.0001,0.01000,5.0000,10.0,1.0,8.84,96,bw 
0.1250,0.4017,0.1250,0.0973,0.9544,0.1766,0.1414,0.01000,5.0000,10.0,0.9,10.21,113,bw 
0.1700,0.4045,0.1700,0.0867,0.8611,0.1575,0.1215,0.01000,5.0000,10.0,0.8,10.10,112,bw 
0.1750,0.4923,0.1750,0.1351,0.9506,0.2366,0.2052,0.01000,5.0000,10.0,0.7,10.06,112,bw 
0.3575,0.6229,0.3575,0.2184,0.7494,0.3382,0.3142,0.01000,5.0000,10.0,0.6,11.19,126,bw 
0.3050,0.5630,0.3050,0.1730,0.7328,0.2799,0.2526,0.01000,5.0000,10.0,0.5,10.65,121,bw 
0.4125,0.6813,0.4200,0.2700,0.7433,0.3961,0.3754,0.01000,5.0000,10.0,0.4,10.74,122,bw 
0.4925,0.7272,0.4950,0.3381,0.7200,0.4601,0.4430,0.01000,5.0000,10.0,0.3,10.14,115,bw 
0.3675,0.6654,0.3675,0.2696,0.8372,0.4079,0.3870,0.01000,5.0000,10.0,0.2,10.78,122,bw 
0.3900,0.6760,0.3900,0.2746,0.8194,0.4113,0.3907,0.01000,5.0000,10.0,0.1,11.66,131,bw 
0.0500,0.0503,0.0500,0.0278,0.6144,0.0532,0.0105,0.01000,10.0000,10.0,1.0,9.24,92,bw 
0.0475,0.0388,0.0475,0.0265,0.5861,0.0507,0.0079,0.01000,10.0000,10.0,0.9,9.48,99,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,10.0000,10.0,0.8,9.92,99,bw 
0.1500,0.4275,0.1500,0.1167,0.8694,0.2057,0.1728,0.01000,10.0000,10.0,0.7,11.91,134,bw 
0.1800,0.4238,0.1800,0.0953,0.8300,0.1710,0.1360,0.01000,10.0000,10.0,0.6,11.72,130,bw 
0.2750,0.5641,0.2775,0.1735,0.7250,0.2800,0.2528,0.01000,10.0000,10.0,0.5,10.50,116,bw 
0.3300,0.6224,0.3300,0.2183,0.8244,0.3452,0.3209,0.01000,10.0000,10.0,0.4,12.00,136,bw 
0.3750,0.6673,0.3750,0.2644,0.8011,0.3976,0.3764,0.01000,10.0000,10.0,0.3,11.37,128,bw 
0.3350,0.5836,0.3400,0.1792,0.5811,0.2740,0.2480,0.01000,10.0000,10.0,0.2,12.16,137,bw 
0.4725,0.7272,0.4750,0.3311,0.7633,0.4618,0.4444,0.01000,10.0000,10.0,0.1,10.24,116,bw 
0.0375,0.0096,0.0375,0.0219,0.5167,0.0420,-0.0014,0.01000,50.0000,10.0,1.0,11.00,120,bw 
0.0500,0.0353,0.0500,0.0238,0.5061,0.0454,0.0024,0.01000,50.0000,10.0,0.9,10.94,119,bw 
0.0475,0.0368,0.0475,0.0258,0.5711,0.0494,0.0065,0.01000,50.0000,10.0,0.8,9.69,104,bw 
0.0500,0.0723,0.0500,0.0263,0.9744,0.0512,0.0076,0.01000,50.0000,10.0,0.7,12.03,132,bw 
0.0400,0.0190,0.0400,0.0235,0.5217,0.0449,0.0018,0.01000,50.0000,10.0,0.6,10.09,109,bw 
0.1000,0.3272,0.1000,0.0702,0.9667,0.1309,0.0928,0.01000,50.0000,10.0,0.5,12.45,137,bw 
0.0900,0.2094,0.0900,0.0490,0.6133,0.0908,0.0511,0.01000,50.0000,10.0,0.4,10.22,112,bw 
0.1175,0.3153,0.1175,0.0729,0.6644,0.1314,0.0946,0.01000,50.0000,10.0,0.3,10.70,119,bw 
0.1675,0.4260,0.1675,0.0989,0.8228,0.1766,0.1421,0.01000,50.0000,10.0,0.2,13.15,149,bw 
0.1750,0.4271,0.1750,0.0950,0.8294,0.1704,0.1354,0.01000,50.0000,10.0,0.1,13.26,151,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,10.0,1.0,12.04,132,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,10.0,0.9,11.64,124,bw 
0.0250,-0.0000,0.0250,0.0226,1.0000,0.0441,0.0000,0.01000,100.0000,10.0,0.8,11.24,122,bw 
0.0750,0.2518,0.0750,0.0538,0.9617,0.1020,0.0619,0.01000,100.0000,10.0,0.7,13.22,145,bw 
0.0500,0.0520,0.0500,0.0280,0.6244,0.0536,0.0109,0.01000,100.0000,10.0,0.6,10.58,116,bw 
0.0500,0.1792,0.0500,0.0441,0.9750,0.0844,0.0431,0.01000,100.0000,10.0,0.5,13.35,149,bw 
0.0750,0.2553,0.0750,0.0549,0.9761,0.1039,0.0639,0.01000,100.0000,10.0,0.4,12.78,142,bw 
0.0650,0.1707,0.0650,0.0394,0.8961,0.0754,0.0336,0.01000,100.0000,10.0,0.3,12.03,134,bw 
0.1000,0.3336,0.1000,0.0778,0.9028,0.1432,0.1061,0.01000,100.0000,10.0,0.2,13.77,151,bw 
0.2475,0.4864,0.2475,0.1169,0.7494,0.2023,0.1699,0.01000,100.0000,10.0,0.1,13.38,151,bw 
